その 割合 は 、 年々 着実 に 増加 し て おり 、 国勢 調査 局 に よる と 、 1996 年 に は 総 投票 数 の 11 ％ だけ が 大統領 選 選挙 日 の 前 に 投票 さ れ た が 、 今年 再度 伸び て いる 可能 性 が 高い よう だ 。	Den andelen har ökat stadigt med åren – bara 11 procent av de samlade rösterna lades före valdagen 1996 enligt folkbokföringsbyrån – och det verkar troligt att den kommer öka ordentligt igen .
「 私 たち は 他 の 国 に 私 達 が 豚 を 始め 、 異なる 種 の 動物 を 動物 園 に 迎える の を 助け て くれる よう 要請 し て いる 。 」 と サキブ は 言っ た 。	” Vi har bett andra stater att hjälpa oss befolka djurparken med olika djurarter , inklusive en gris ” , sade Saqib .
何 人 か の アナリスト が 、 ファーウェイ が サムスン の 挫折 から 最も 享受 する 位置 に いる と 予測 し た 。	Flera analytiker har föreslagit att Huawei har bäst position för att tjäna på Samsungs tillbakagång .
10 週間 の コース は 、 英国 の 諜報 機関 GCHQ の 「 認定 」 を 受け て いる 。	10-veckorskursen har ” certifierats ” av brittiska spionmyndigheten GCHQ .
歴史 の 中 で 、 国際 的 な ヘア マーケット は 常 に 政治 的 な 面 が ある と タルロ は 述べ て いる 。	Genom historien har den internationella hårmarknaden alltid haft en politisk dimension , säger Tarlo .
深セン の 交通 警察 は 以前 、 型破り な 罰則 を 選ん だ 。	Shenzhens trafikpolis har valt okonventionella straff förut .
今年 、 民主 党 側 から は 、 白人 男性 の アイデンティティ に つい て 多く の 議論 が なさ れ て いる 。	Mycket av debatten , från Demokraternas sida i år , har handlat om vit manlig identitet .
セガール は 、 祖母 が ロシア の 極東 ウラジオストク 出身 で 、 近年 は ロシア を 頻繁 に 訪れ て おり 、 9 月 に は カムチャッカ 、 サハリン を 訪問 し た 。	Seagal , vars farmor kom från Vladivostok i Rysslands östligaste delar har gjort flera resor till Ryssland de senaste åren och besökte Kamtjatka och Sakhalin i september .
研究 者 たち は 約 20 年 、 男性 ホルモン 避妊 薬 の 可能 性 を 調査 し て き た 。	Forskare har undersökt potentialen för manliga hormonella preventivmedel i ungefär 20 år .
ピュー 女史 は 、 ケンブリッジシャー の パップワース 病院 と アッデンブルック 病院 で 治療 を 受け た 。	Ms Pugh har fått behandling vid Papworths och Addenbrookes sjukhus i Cambridgeshire .
ライ の よう な 生徒 は 、 学校 で カウンセラー と 会っ て 何 が 起き た の か に つい て 話 を し て き て いる が 、 友人 に 会う の が 一番 癒し に なる そう で ある 。	Studenter som Rai har träffat kuratorer på skolan för att prata om det som hände , men hon säger att den största trösten har kommit från att träffa sina vänner .
私 が 知っ て いる 多く の 人々 の よう に 、 私 は 最近 の 数 か月 は 夜 遅く まで 起き て 、 おののき ながら 投票 に つい て 読ん で い た 。	Som många jag känner har jag tillbringat de senaste månaderna med att sitta uppe sent och i skräck läsa opinionsundersökningar .
一方 、 政府 の 鞭 に より 疎遠 と なっ た 妻 は 、 その 席 を 取る ため に 彼女 の キャンペーン を 開始 し た 。	Samtidigt har den frånskilda frun till en av regeringens inpiskare lanserat sin kampanj för att ta platsen .
彼 は 拷問 に 賛成 だ と 話し て いる 。	Han har uttalat sig till stöd för tortyr .
英国 王立 鳥類 保護 協会 の スタンス は 、 請願 書 の 作成 者 、 マーク ・ アヴェリー から 、 テレビ の 司会 者 クリス ・ パックハム まで 、 業界 を リード する 多く の 自然 保護 論者 と の 対立 を も 持ち込ん だ 。	RSPB:s ståndpunkt har även gjort att det kommit i konflikt med flera ledande naturvårdare , från namninsamlingens författare Mark Avery till TV-presentatören Chris Packham .
しかし 、 ケルト 海 と アイルランド 海 の タラ 、 ツノガレイ 、 小さな ヒラメ と キダラ に 関し て は 、 大きな 削減 も 計画 さ れ て いる 。	Men stora minskningar har redan skissats ned vad gäller torsk , sjötunga , spätta , glasvar och sej i Keltiska havet och Irländska sjön .
北京 贔屓 の 立法 者 ら に より 先導 さ れ て いる 香港 政府 は 、 その ペア は 任務 に 就く べき で は ない と 主張 し て いる 。	Hong Kongs regering , som leds av Beijing-vänliga lagstiftare , har ansett att paret inte bör tillträda posten .
ホーム の 試合 で は 6 点 取っ て い た の で 本当 に がっかり し まし た 。	Vi är så besvikna eftersom vi har tappat sex poäng när vi spelat hemma .
フォルクスワーゲン に 巨大 な 賠償 請求 、 法的 措置 が なさ れ 、 16 億 ポンド 以上 が かかる と 見 られ て いる 。	Det har även öppnat upp VW för enorma skadeståndsanspråk , rättsliga åtgärder och har sett det ta mer än 16 md euro i avskrivningar .
これ は 、 投資 家 に 資金 を ファンド に とどめ させる こと に は なら ない 。	Detta har inte hindrat investerare från att flockas för att sätta in sina pengar i fonderna .
天候 不良 の ため 、 大人 10 人 の うち 4 人 が けが を し 、 一方 10 人 中 9 人 は 、 英国 の 冬 が いかに 寒く なる か を 過小 評価 し て いる 。	Fyra av tio vuxna har skadats på grund av dåligt väder medan nio av tio underskattar hur kyligt Storbritannien kan bli vintertid .
監督 自身 が 数え た ところ で は 、 今 まで に 8 本 の 映画 を 作っ た 。	Enligt regissörens egen beräkning har han till dags dato gjort åtta långfilmer .
投票 は 、 テロ の 観点 から する と 、 新しい ソフト ターゲット と なっ た 。	Röstning har , i terrorns jargong , blivit det nya mjuka målet .
約 2 週間 の 期日 前 投票 後 に 570 万 以上 の フロリダ 住民 が すでに 投票 し て いる こと が 分かっ た 。	Mer än 5,7 miljoner floridabor har redan gått och röstat efter cirka två veckor med personligt förtidsröstande .
オランダ の 学生 は 彼 ら の 電動 バイク を 実用 化 する か どう か を これ から 決める 。	De nederländska studenterna har ännu inte bestämt om de kommer att kommersialisera sin elektriska motorcykel .
オランダ で は 、 当局 は ドローン を 追跡 する ローテク アプローチ を 取っ て いる 。	I Nederländerna har myndigheterna tagit till ett lågteknologiskt angreppssätt för att spåra drönare .
アイスランド は ずっと 後年 （ 1918 年 ） に 至る まで デンマーク の 政治 支配 下 に 置か れ て い た に も かかわら ず 、 アイスランド 語 に は デンマーク 語 から の 影響 や 借用 は ほとんど 生じ ませ ん でし た 。	Fastän Island stod under Danmarks politiska kontroll fram till ett mycket senare datum ( 1918 ) har väldigt lite inflytande och inlån från danskan skett i det isländska språket .
それ 以来 、 ダネヴェルク は ドイツ 領 と なっ て いる 。	Danevirke har förblivit i tysk ägo sedan dess .
地球 温暖 化 は 、 雨季 の パターン を 変容 さ せる 原因 と なり まし た 。	Global uppvärmning har orsakat en förändring i regnperiodernas mönster .
過去 50 年間 で 、 農地 に 関連 する 生息 地 の 破壊 は 、 侵食 や 塩類 化 、 圧縮 化 、 栄養 素 の 枯渇 、 汚染 、 都市 化 など を 通じ て 、 世界 中 の 農地 の 約 40 ％ を 劣化 さ せ まし た 。	De senaste 50 åren har förstörelse av livmiljöer runt jordbruksmarker försämrat cirka 40 % av jordbruksarealer världen över genom erosion , försaltning , kompaktering , utarmning av näringsämnen , förorening och urbanisering .
しかし タイ で は 、 都市 化 に より 、 肥満 など の 問題 が 大幅 に 増大 し て い ます 。	I Thailand har dock urbaniseringen också resulterat i massiva ökningar av problem som fetma .
残念 ながら 、 急速 な 人口 増加 と 都市 の 拡大 が 、 こう し た 生態 系 の 様々 な 発展 を 阻害 し て い まし た 。	Tyvärr har en snabb befolkningstillväxt och stadsspridning täckt mycket av dessa ekosystem med bebyggelse .
1960 年 代 以降 、 韓国 の 経済 は 大きな 成長 を 遂げ 、 さらに 経済 構造 も 大きく 変化 し まし た 。	Sedan 1960-talet har den sydkoreanska ekonomin vuxit enormt och den ekonomiska strukturen transformerades radikalt .
1人 当たり の 所得 の 低 さ が 、 武力 闘争 を 促進 する 一因 に なる と 指摘 さ れ て いる 。	Låg inkomst per capita har föreslagits som en anledning till missnöje , som leder till beväpnat uppror .
しかし 、 女性 、 特に 出産 の 役割 を 担う 女性 を 含む 人口 統計 学 および 人口 データ の 広範 な 統計 的 分析 が 行わ れ て き た 。	Det har dock gjorts omfattande statistisk analys av demografi- och befolkningsdata som inkluderar kvinnor , särskilt i sin barnafödande roll .
外国 で は 、 昭和 天皇 から 、 天皇 は しばしば 、 その 年号 で 呼ば れる よう に なっ て おり 、 これ は 、 存命 中 で も 死後 で も 同様 で ある 。	Utanför Japan , med början med kejsar Shōwa , har kejsarna ofta omtalats med sina förnamn , både medan de lever och postumt .
2015 年 8 月 現在 、 ケシャ は 間 も なく 公開 の 3 枚 目 の スタジオ アルバム に つい て ほとんど 情報 を 明かし て い ない 。	Fram till augusti 2015 har Kesha släppt väldigt lite information om hennes kommande tredje studioalbum .
137 の 国際 試合 に おけ る 71 の 目標 に おい て 、 彼 は DFB の 目標 達成 数 の 記録 を 打ち立て た 。	Med 71 mål på 137 internationella matcher har han slagit rekord i antal mål för DFB .
ある スエーデン の 研究 に よる と 、 ２ ヶ月 の 繁殖 期 の 後 、 動物 は ほとんど 上陸 し ない と いう 。	En svensk studie har visat att djur sällan , om alls , landar efter den 2 månader långa parningsperioden .
今 の ところ 、 Aoun と Hariri の 取引 に より 、 2 つ の 敵 同士 の 内紛 が より 密接 な もの に なっ て いる 。	För tillfället har överenskommelsen mellan Aoun och Hariri fört de två fiendefaktionerna närmare tillsammans .
10 月 28 日 の それ と は 違っ て 、 コミー 氏 の 文書 は ほとんど 言及 さ れ て い ない 。	Till skillnad från det från 28 oktober har mr Comeys brev knappt kommenterats .
AKP の 保守 派 イスラム 教 徒 は 、 それ を 拒否 し た こと を 質問 の 正当 化 と みなし て いる 。	AKP:s islamistiska konservativa har tagit denna vägran som ett rättfärdigande för utfrågningarna .
イタリア に 全的 に 対抗 し て いる 人 たち と は 絶対 に 続ける こと が でき ない こと が 強調 さ れ て き た 。	Det har betonats att vi absolut inte kan fortsätta med de som är helt emot Italien .
CGI メストレ は 、 2017 年 に は 少なく とも 付加 価値 税 の 上昇 は ない と 述べ た 。	CGI Mestre har uppgett i en notering att det inte kommer förekomma någon höjning av moms , i alla fall inte under 2017 .
ローマ トレ 大学 の 学生 4 人 は 、 運転 者 の 行動 の 予測 を 手伝う こと で 「 思考 を 読む 」 こと が できる 、 オートバイ ヘルメット を 開発 し た 。	Fyra studenter vid Roma Tre University har utvecklat en motorcykelhjälm som kan ” läsa tankar ” genom att hjälpa till att förutse förares handlingar .
安全 対策 に 適用 さ れる 研究 事例 の 1 つ と し て 、 バレンティーノ ・ ロッシ と 競争 する ため の ヒューマノイド ・ ロボット も 製作 さ れ た 。	Ett av exemplen på forskning som tillämpas under säkerhetsåtgärder har också producerat en humanoid robot för att tävla med Valentino Rossi .
アマゾン は ExxonMobil を 上回る 時価 総額 を 持つ 、 アメリカ 第 4 位 の 企業 に 成長 し た 。	Amazon har blivit det fjärde amerikanska företaget med det högsta börsvärdet , överträffande ExxonMobil .
失業 率 は 過去 6 年間 で 初めて 20 ％ を 下回り 、 雇用 者 数 は 1 年 前 と 比べ て 60 万 人 増加 し た 。	För första gången under de senaste sex åren har arbetslöshetsgraden sjunkit under 20 % och det är redan 600 000 personer fler anställda än det var för ett år sedan .
国防 大臣 は 今 の ところ 、 彼女 が 党内 の 事務 総長 に 留まる こと を 許可 し て いる 。	Försvarsministern har tillåtit henne att stanna kvar som generalsekreterare för partiet för tillfället .
情報 提供 者 は 、 それ が 「 100 % コスペダル の おかげ 」 で ある と 語っ た 。	De rådfrågade källorna har sagt att det är ” 100 % Cospedal ” .
メイ 首相 は ブレグジット の 司法 判決 の 後 で メディア を 公然 と 回避 し 、 対応 し ない こと で 大きな 批判 を 受け て いる 。	May har fått stor kritik för att ha undvikit och inte svarat öppet till media efter rättsutlåtandet om Brexit .
しかし 、 彼 ら の 友情 は 二人 の 非 公式 的 な 協業 を めぐっ て 生じ た 法的 紛争 に よっ て ひび割れる こと に なっ た 。	Emellertid har vänskapen fallit isär på grund av inofficiella samarbeten mellan de båda , vilka gett upphov till juridiska dispyter .
